SUNTV,655.35,673.42,684.59,693.62,702.66,715.52,731.9,749.97,779.21,665.4,681.09,690.8,698.65,706.5,717.67,731.9,747.59,773
SYNGENE,675.6,696.46,709.37,719.8,730.23,745.08,764,784.86,818.63,675.6,684.9,690.65,695.3,699.95,706.57,715,724.3,739.35
TATACHEM,948.1,989.38,1014.91,1035.55,1056.19,1085.57,1123,1164.28,1231.09,980,1013.75,1034.63,1051.5,1068.37,1092.4,1123,1156.75,1211.37
TATACOMM,1649.05,1694.59,1722.76,1745.52,1768.29,1800.71,1842,1887.54,1961.24,1688.05,1724.38,1746.86,1765.02,1783.19,1809.05,1842,1878.33,1937.14
TATACONSUM,906,950.37,977.82,1000,1022.18,1053.77,1094,1138.37,1210.18,945.3,980.39,1002.1,1019.65,1037.2,1062.18,1094,1129.09,1185.9
TATAMOTORS,656.55,691.09,712.46,729.72,746.99,771.58,802.9,837.44,893.34,696.25,721.42,736.99,749.58,762.16,780.08,802.9,828.07,868.81
TATAPOWER,257.05,278.25,291.37,301.98,312.58,327.67,346.9,368.1,402.43,312.7,320.77,325.76,329.8,333.84,339.58,346.9,354.97,368.04
TATASTEEL,121.5,126.16,129.04,131.38,133.71,137.02,141.25,145.91,153.46,127.85,131.01,132.97,134.55,136.13,138.38,141.25,144.41,149.53
TCS,3356.05,3491.27,3574.92,3642.52,3710.13,3806.39,3929,4064.22,4283.08,3666.7,3728.6,3766.9,3797.85,3828.8,3872.87,3929,3990.9,4091.1
TECHM,1143.5,1188.23,1215.91,1238.28,1260.64,1292.49,1333.05,1377.78,1450.19,1226,1251.26,1266.89,1279.53,1292.16,1310.14,1333.05,1358.31,1399.21
TITAN,3259.25,3372,3441.75,3498.12,3554.5,3634.76,3737,3849.75,4032.25,3518.8,3570.3,3602.15,3627.9,3653.65,3690.31,3737,3788.5,3871.85
TORNTPHARM,2024.65,2092.03,2133.71,2167.4,2201.09,2249.05,2310.15,2377.53,2486.59,2074.35,2130,2164.43,2192.25,2220.07,2259.69,2310.15,2365.8,2455.87
TORNTPOWER,784.2,846.22,884.59,915.6,946.61,990.76,1047,1109.02,1209.41,869,888.35,900.32,910,919.68,933.45,951,970.35,1001.68
TRENT,2491.4,2625.67,2708.74,2775.88,2843.01,2938.59,3060.35,3194.62,3411.96,2879.5,2922.18,2948.58,2969.92,2991.27,3021.65,3060.35,3103.03,3172.12
TVSMOTOR,1647.05,1744.15,1804.22,1852.78,1901.33,1970.45,2058.5,2155.6,2312.78,1924.7,1955.26,1974.17,1989.45,2004.73,2026.49,2054.2,2084.76,2134.23
UBL,1547,1604.11,1639.44,1668,1696.56,1737.21,1789,1846.11,1938.56,1663,1692.74,1711.13,1726,1740.87,1762.04,1789,1818.74,1866.87
ULTRACEMCO,8545.05,9012.55,9301.77,9535.52,9769.28,10102.08,10526,10993.5,11750.23,9824.85,9990.32,10092.69,10175.42,10258.16,10375.95,10526,10691.47,10959.31
UPL,554.8,568.95,577.7,584.78,591.85,601.92,614.75,628.9,651.8,565.7,577.28,584.44,590.22,596.01,604.25,614.75,626.33,645.06
VEDL,230.75,239.16,244.37,248.58,252.78,258.77,266.4,274.81,288.43,249.1,253.18,255.71,257.75,259.79,262.7,266.4,270.48,277.09
VOLTAS,811.15,854.02,880.54,901.97,923.41,953.93,992.8,1035.67,1105.06,854.9,887.44,907.58,923.85,940.12,963.29,992.8,1025.34,1078.02
WHIRLPOOL,1293,1369.55,1416.9,1455.18,1493.45,1547.94,1617.35,1693.9,1817.8,1330.4,1342.11,1349.35,1355.2,1361.05,1369.39,1380,1391.71,1410.65
WIPRO,384.25,406.23,419.83,430.82,441.82,457.47,477.4,499.38,534.97,427.2,439.05,446.38,452.3,458.22,466.66,477.4,489.25,508.42
ZEEL,242.15,255.73,264.13,270.92,277.72,287.38,299.7,313.28,335.27,248.15,257.21,262.82,267.35,271.88,278.33,286.55,295.61,310.28
