BATAINDIA,1566.05,1603.39,1626.48,1645.15,1663.82,1690.4,1724.25,1761.59,1822.02,1576,1610.99,1632.63,1650.12,1667.62,1692.52,1724.25,1759.24,1815.87
BEL,137.35,148.64,155.63,161.27,166.92,174.96,185.2,196.49,214.77,164.05,169.04,172.13,174.62,177.12,180.67,185.2,190.19,198.27
BERGEPAINT,562.7,573.15,579.62,584.85,590.08,597.52,607,617.45,634.38,563.65,573.88,580.21,585.33,590.44,597.72,607,617.23,633.79
BHARTIARTL,936.2,962.1,978.12,991.08,1004.03,1022.46,1045.95,1071.85,1113.78,960,979.65,991.8,1001.62,1011.45,1025.43,1043.25,1062.9,1094.7
BHEL,135.3,150.5,159.9,167.5,175.1,185.92,199.7,214.9,239.5,165.8,173.8,178.75,182.75,186.75,192.45,199.7,207.7,220.65
BIOCON,228.25,235.01,239.19,242.58,245.96,250.77,256.9,263.66,274.61,239.3,243.45,246.02,248.1,250.18,253.13,256.9,261.05,267.78
BOSCHLTD,19500,20160.8,20569.6,20900,21230.4,21700.8,22300,22960.8,24030.4,21331,21559.68,21701.16,21815.5,21929.84,22092.63,22300,22528.68,22898.84
BPCL,386.6,409.23,423.23,434.55,445.87,461.98,482.5,505.13,541.77,432.45,441.51,447.12,451.65,456.18,462.63,470.85,479.91,494.58
BRITANNIA,4626,4805.37,4916.34,5006.02,5095.71,5223.4,5386.05,5565.42,5855.76,4837.05,4966.61,5046.77,5111.55,5176.33,5268.56,5386.05,5515.61,5725.33
BSOFT,590.05,626.85,649.62,668.02,686.43,712.63,746,782.8,842.38,692.95,705.47,713.22,719.48,725.73,734.65,746,758.52,778.78
CANBK,389,404.51,414.1,421.85,429.6,440.64,454.7,470.21,495.3,413.45,422.75,428.5,433.15,437.8,444.42,452.85,462.15,477.2
CANFINHOME,734.2,759.88,775.76,788.6,801.44,819.72,843,868.68,910.24,742,754.47,762.19,768.42,774.66,783.54,794.85,807.32,827.51
CHAMBLFERT,303,322.18,334.04,343.62,353.21,366.86,384.25,403.42,434.46,321.5,336.31,345.47,352.88,360.28,370.82,384.25,399.06,423.03
CHOLAFIN,1085.4,1131.07,1159.32,1182.15,1204.98,1237.49,1278.9,1324.57,1398.48,1210.6,1226.72,1236.69,1244.75,1252.81,1264.28,1278.9,1295.02,1321.11
CIPLA,1164.55,1192.63,1210.01,1224.05,1238.09,1258.08,1283.55,1311.63,1357.09,1192.1,1209.92,1220.94,1229.85,1238.76,1251.44,1267.6,1285.42,1314.26
COALINDIA,328.85,341.51,349.34,355.68,362.01,371.02,382.5,395.16,415.66,342.3,351.79,357.66,362.4,367.14,373.9,382.5,391.99,407.34
COFORGE,5125.2,5456.73,5661.83,5827.6,5993.37,6229.37,6530,6861.53,7398.17,5922.05,6065.53,6154.29,6226.02,6297.76,6399.9,6530,6673.48,6905.71
COLPAL,2113.8,2215.33,2278.14,2328.9,2379.66,2451.94,2544,2645.53,2809.86,2354,2398.84,2426.58,2449,2471.42,2503.34,2544,2588.84,2661.42
CONCOR,737.85,771.37,792.11,808.88,825.64,849.5,879.9,913.42,967.69,816.4,831.39,840.66,848.15,855.64,866.31,879.9,894.89,919.14
COROMANDEL,1103.4,1143.08,1167.63,1187.47,1207.32,1235.57,1271.55,1311.23,1375.47,1175,1197.79,1211.88,1223.28,1234.67,1250.89,1271.55,1294.34,1331.22
CROMPTON,279.2,287.53,292.68,296.85,301.02,306.95,314.5,322.83,336.32,287.15,293.6,297.6,300.82,304.05,308.65,314.5,320.95,331.4
CUB,142.65,148.59,152.26,155.23,158.19,162.42,167.8,173.74,183.34,145.7,150.92,154.14,156.75,159.36,163.07,167.8,173.02,181.46
CUMMINSIND,1780,1842.52,1881.19,1912.45,1943.71,1988.21,2044.9,2107.42,2208.61,1888.3,1925.26,1948.12,1966.6,1985.08,2011.39,2044.9,2081.86,2141.68
DABUR,516.7,526.92,533.24,538.35,543.46,550.73,560,570.22,586.76,526.5,534.41,539.3,543.25,547.2,552.83,560,567.91,580.7
DALBHARAT,2109.6,2185.38,2232.26,2270.15,2308.04,2361.98,2430.7,2506.48,2629.14,2137.2,2203.23,2244.08,2277.1,2310.12,2357.12,2417,2483.03,2589.92
DEEPAKNTR,2108.4,2201.29,2258.76,2305.2,2351.64,2417.77,2502,2594.89,2745.24,2179.4,2255.53,2302.63,2340.7,2378.77,2432.96,2502,2578.13,2701.37
DELTACORP,133.2,138.16,141.22,143.7,146.18,149.71,154.2,159.16,167.18,135.55,139.53,141.99,143.98,145.96,148.79,152.4,156.38,162.81
DIVISLAB,3501.25,3607.63,3673.44,3726.62,3779.81,3855.54,3952,4058.38,4230.56,3565.55,3656.75,3713.17,3758.78,3804.38,3869.3,3952,4043.2,4190.83
DIXON,5213.1,5579.35,5805.93,5989.05,6172.17,6432.89,6765,7131.25,7724.07,6220,6314.26,6372.57,6419.7,6466.83,6533.93,6619.4,6713.66,6866.23
DLF,612.05,639.89,657.11,671.02,684.94,704.76,730,757.84,802.89,670.2,684.31,693.04,700.1,707.16,717.2,730,744.11,766.96
DRREDDY,5370,5492.91,5568.95,5630.4,5691.85,5779.35,5890.8,6013.71,6212.65,5471.2,5570.23,5631.49,5681,5730.51,5801.01,5890.8,5989.83,6150.11
EICHERMOT,3672.1,3796.68,3873.76,3936.05,3998.34,4087.03,4200,4324.58,4526.24,3847.55,3925.54,3973.78,4012.78,4051.77,4107.28,4178,4255.99,4382.22
ESCORTS,2924.5,3011.5,3065.32,3108.82,3152.33,3214.26,3293.15,3380.15,3520.98,2924.5,2985.74,3023.63,3054.25,3084.87,3128.47,3184,3245.24,3344.37
EXIDEIND,270.8,283.41,291.22,297.52,303.83,312.81,324.25,336.86,357.28,278.5,289.3,295.98,301.38,306.77,314.46,324.25,335.05,352.52
FEDERALBNK,145.1,148.45,150.52,152.2,153.88,156.26,159.3,162.65,168.08,149.35,151.7,153.15,154.32,155.5,157.17,159.3,161.65,165.45
FSL,159.55,167.42,172.29,176.23,180.16,185.76,192.9,200.77,213.51,172.2,177.09,180.11,182.55,184.99,188.47,192.9,197.79,205.69
GAIL,122.9,132.67,138.71,143.6,148.49,155.44,164.3,174.07,189.89,134.85,141.8,146.1,149.57,153.05,158,164.3,171.25,182.5
GLENMARK,730.05,760.48,779.31,794.52,809.74,831.4,859,889.43,938.69,773.2,793.45,805.98,816.1,826.22,840.64,859,879.25,912.02
GMRINFRA,56.4,62.32,65.99,68.95,71.91,76.13,81.5,87.42,97.01,69.6,72.41,74.15,75.55,76.95,78.95,81.5,84.31,88.85
GNFC,679.05,698.86,711.12,721.02,730.93,745.03,763,782.81,814.88,697.05,712.61,722.24,730.02,737.81,748.89,763,778.56,803.76
GODREJCP,974.3,1013.12,1037.14,1056.55,1075.96,1103.6,1138.8,1177.62,1240.46,1025.8,1052.47,1068.97,1082.3,1095.63,1114.62,1138.8,1165.47,1208.63
GODREJPROP,1823.15,1882.7,1919.55,1949.32,1979.1,2021.5,2075.5,2135.05,2231.45,1864.2,1914.07,1944.92,1969.85,1994.78,2030.28,2075.5,2125.37,2206.08
GRANULES,360.1,371.88,379.16,385.05,390.94,399.32,410,421.78,440.84,365.45,375.96,382.47,387.72,392.98,400.47,410,420.51,437.53
GRASIM,1913.85,1969.17,2003.39,2031.05,2058.71,2098.09,2148.25,2203.57,2293.11,2034.9,2061.65,2078.2,2091.57,2104.95,2123.99,2148.25,2175,2218.3
GUJGASLTD,417.65,428.35,434.97,440.32,445.68,453.3,463,473.7,491.03,431.25,438.74,443.38,447.12,450.87,456.21,463,470.49,482.62
HAL,2040.55,2231.52,2349.66,2445.15,2540.64,2676.58,2849.75,3040.72,3349.84,2585,2647.48,2686.13,2717.38,2748.62,2793.09,2849.75,2912.23,3013.37
HAVELLS,1253.7,1287.05,1307.68,1324.35,1341.02,1364.76,1395,1428.35,1482.32,1312.55,1332.01,1344.05,1353.78,1363.5,1377.36,1395,1414.46,1445.95
HCLTECH,1268.4,1325.39,1360.65,1389.15,1417.65,1458.22,1509.9,1566.89,1659.15,1420.1,1441.29,1454.4,1465,1475.6,1490.68,1509.9,1531.09,1565.4
HDFCAMC,2757,2882.89,2960.78,3023.72,3086.67,3176.29,3290.45,3416.34,3620.12,3012.1,3077.79,3118.43,3151.27,3184.12,3230.88,3290.45,3356.14,3462.47
HDFCBANK,1489,1543.85,1577.78,1605.2,1632.62,1671.67,1721.4,1776.25,1865.02,1644.05,1662.3,1673.6,1682.72,1691.85,1704.85,1721.4,1739.65,1769.2
HDFCLIFE,627,646.73,658.94,668.8,678.66,692.71,710.6,730.33,762.26,634,646.74,654.63,661,667.37,676.44,688,700.74,721.37
HEROMOTOCO,3130.1,3381.04,3536.28,3661.75,3787.22,3965.85,4193.4,4444.34,4850.52,3752.05,3856.21,3920.65,3972.72,4024.8,4098.95,4193.4,4297.56,4466.15
HINDALCO,491.65,521.47,539.92,554.83,569.73,590.96,618,647.82,696.08,541.65,559.67,570.82,579.83,588.83,601.66,618,636.02,665.18
HINDCOPPER,156.5,185.36,203.22,217.65,232.08,252.63,278.8,307.66,354.38,185.3,207.37,221.02,232.05,243.08,258.79,278.8,300.87,336.58
HINDPETRO,300.3,332.42,352.29,368.35,384.41,407.27,436.4,468.52,520.51,358.7,377.04,388.38,397.55,406.72,419.77,436.4,454.74,484.42
HINDUNILVR,2465,2512.7,2542.2,2566.05,2589.9,2623.85,2667.1,2714.8,2792,2507,2544.78,2568.16,2587.05,2605.94,2632.84,2667.1,2704.88,2766.04
HONAUT,34977.7,35565.08,35928.46,36222.15,36515.84,36933.98,37466.6,38053.98,39004.74,34977.7,35490.36,35807.52,36063.85,36320.18,36685.13,37150,37662.66,38492.48
IBULHSGFIN,176.4,190.18,198.71,205.6,212.49,222.3,234.8,248.58,270.89,199.2,207.6,212.8,217,221.2,227.18,234.8,243.2,256.8
ICICIBANK,914.75,945.18,964.01,979.22,994.44,1016.1,1043.7,1074.13,1123.39,989.2,1002.06,1010.02,1016.45,1022.88,1032.04,1043.7,1056.56,1077.38
ICICIGI,1360.2,1391.3,1410.55,1426.1,1441.65,1463.79,1492,1523.1,1573.45,1386.8,1407.13,1419.71,1429.88,1440.04,1454.51,1472.95,1493.28,1526.19
ICICIPRULI,505.4,521.24,531.03,538.95,546.87,558.14,572.5,588.34,613.97,505.4,512.96,517.64,521.42,525.21,530.59,537.45,545.01,557.26
IDEA,12.65,13.5,14.03,14.45,14.87,15.48,16.25,17.1,18.47,12.9,13.69,14.18,14.58,14.97,15.53,16.25,17.04,18.32
IDFC,115.1,118.44,120.51,122.18,123.84,126.22,129.25,132.59,137.99,120.2,122.34,123.66,124.72,125.79,127.31,129.25,131.39,134.84
IDFCFIRSTB,82.7,85,86.42,87.58,88.73,90.36,92.45,94.75,98.48,85.95,87.48,88.43,89.2,89.97,91.06,92.45,93.98,96.47
IEX,132.9,142.2,147.95,152.6,157.25,163.87,172.3,181.6,196.65,140.65,148.12,152.74,156.48,160.21,165.53,172.3,179.77,191.86
IGL,382.65,391.68,397.26,401.78,406.29,412.71,420.9,429.93,444.54,393.15,399.7,403.75,407.02,410.3,414.96,420.9,427.45,438.05
INDHOTEL,409,418.68,424.66,429.5,434.34,441.23,450,459.68,475.34,416.9,424.71,429.54,433.45,437.36,442.92,450,457.81,470.46
INDIACEM,213,227.63,236.68,244,251.32,261.73,275,289.63,313.32,241.2,249.18,254.11,258.1,262.09,267.77,275,282.98,295.89
INDIAMART,2547.15,2633.25,2686.52,2729.58,2772.63,2833.92,2912,2998.1,3137.48,2628.5,2695.41,2736.8,2770.25,2803.7,2851.33,2912,2978.91,3087.2
INDIGO,2524.2,2638.61,2709.39,2766.6,2823.81,2905.25,3009,3123.41,3308.61,2819.55,2864.26,2891.92,2914.28,2936.63,2968.46,3009,3053.71,3126.08
INDUSINDBK,1450.05,1489.9,1514.55,1534.48,1554.4,1582.77,1618.9,1658.75,1723.25,1527.55,1549.11,1562.45,1573.22,1584,1599.35,1618.9,1640.46,1675.35
INDUSTOWER,176.55,182.79,186.65,189.78,192.9,197.34,203,209.24,219.35,176.55,182.79,186.65,189.78,192.9,197.34,203,209.24,219.35
INFY,1393,1440.2,1469.4,1493,1516.6,1550.2,1593,1640.2,1716.6,1521,1537.99,1548.5,1557,1565.5,1577.59,1593,1609.99,1637.5
INTELLECT,673.8,713.96,738.8,758.88,778.95,807.54,843.95,884.11,949.1,748.25,770.84,784.81,796.1,807.39,823.47,843.95,866.54,903.09
IOC,99.15,107.36,112.44,116.55,120.66,126.5,133.95,142.16,155.46,117.35,121.27,123.69,125.65,127.61,130.4,133.95,137.87,144.21
IPCALAB,1041,1069.52,1087.16,1101.42,1115.69,1135.99,1161.85,1190.37,1236.54,1041,1062.95,1076.53,1087.5,1098.47,1114.1,1134,1155.95,1191.47
IRCTC,674,731.23,766.64,795.25,823.86,864.6,916.5,973.73,1066.36,778.65,811.18,831.31,847.58,863.84,887,916.5,949.03,1001.69
ITC,434.15,442.11,447.04,451.02,455.01,460.68,467.9,475.86,488.76,444.45,449.98,453.41,456.17,458.94,462.88,467.9,473.43,482.39
JINDALSTEL,642.5,672.09,690.4,705.2,720,741.06,767.9,797.49,845.4,685.05,700.38,709.86,717.52,725.19,736.1,750,765.33,790.14
JKCEMENT,3430,3563.58,3646.21,3713,3779.79,3874.88,3996,4129.58,4345.79,3715.4,3781.62,3822.59,3855.7,3888.81,3935.95,3996,4062.22,4169.41
JSWSTEEL,760.65,792.53,812.26,828.2,844.14,866.84,895.75,927.63,979.24,820.1,837.95,849,857.92,866.85,879.56,895.75,913.6,942.5
JUBLFOOD,506.1,525.18,536.98,546.53,556.07,569.65,586.95,606.03,636.92,552.65,560.74,565.75,569.8,573.85,579.61,586.95,595.04,608.15
KOTAKBANK,1733.7,1779.2,1807.35,1830.1,1852.85,1885.24,1926.5,1972,2045.65,1805,1833.67,1851.41,1865.75,1880.09,1900.5,1926.5,1955.17,2001.59
L&TFH,139,145.42,149.39,152.6,155.81,160.38,166.2,172.62,183.01,146.25,150.96,153.87,156.22,158.58,161.93,166.2,170.91,178.53
LALPATHLAB,2446.55,2522.2,2569,2606.82,2644.65,2698.5,2767.1,2842.75,2965.2,2446.55,2496.53,2527.46,2552.45,2577.44,2613.02,2658.35,2708.33,2789.24
LAURUSLABS,366.05,383.21,393.82,402.4,410.98,423.19,438.75,455.91,483.68,380,393.86,402.44,409.38,416.31,426.18,438.75,452.62,475.06
LICHSGFIN,452.1,473.91,487.4,498.3,509.2,524.73,544.5,566.31,601.6,505.05,513.77,519.16,523.52,527.89,534.09,542,550.72,564.84
LT,3031.05,3155.87,3233.09,3295.5,3357.91,3446.77,3559.95,3684.77,3886.81,3333,3386.56,3419.69,3446.48,3473.26,3511.38,3559.95,3613.51,3700.21
LTIM,5292.7,5543.64,5698.88,5824.35,5949.82,6128.45,6356,6606.94,7013.12,5936,6035.12,6096.44,6146,6195.56,6266.12,6356,6455.12,6615.56
LTTS,4283.05,4538.86,4697.12,4825.02,4952.93,5135.03,5367,5622.81,6036.88,4951,5049.18,5109.91,5159,5208.09,5277.98,5367,5465.18,5624.09
LUPIN,1168.75,1210.78,1236.78,1257.8,1278.82,1308.74,1346.85,1388.88,1456.92,1200.15,1234.77,1256.19,1273.5,1290.81,1315.46,1346.85,1381.47,1437.51
M&M,1533.55,1586.52,1619.29,1645.78,1672.26,1709.97,1758,1810.97,1896.71,1620.4,1652.87,1672.96,1689.2,1705.44,1728.55,1758,1790.47,1843.04
MANAPPURAM,147.15,154.32,158.76,162.35,165.94,171.04,177.55,184.72,196.34,158.25,162.8,165.62,167.9,170.18,173.42,177.55,182.1,189.48
MARICO,516.05,524.97,530.49,534.95,539.41,545.76,553.85,562.77,577.21,520.85,528.64,533.46,537.35,541.24,546.79,553.85,561.64,574.24
MARUTI,9832.6,10092.26,10252.9,10382.72,10512.55,10697.4,10932.85,11192.51,11612.8,9832.6,9984.62,10078.67,10154.67,10230.68,10338.9,10476.75,10628.77,10874.83
MCDOWELL-N,1027,1049.42,1063.29,1074.5,1085.71,1101.67,1122,1144.42,1180.71,1047.55,1065.12,1075.99,1084.78,1093.56,1106.07,1122,1139.57,1168.01
MCX,2725.2,2871.24,2961.58,3034.6,3107.62,3211.58,3344,3490.04,3726.42,3059.25,3125.5,3166.48,3199.6,3232.72,3279.88,3339.95,3406.2,3513.42
METROPOLIS,1540,1590.7,1622.07,1647.42,1672.78,1708.87,1754.85,1805.55,1887.63,1540,1590.7,1622.07,1647.42,1672.78,1708.87,1754.85,1805.55,1887.63
MFSL,910.4,947.48,970.41,988.95,1007.49,1033.88,1067.5,1104.58,1164.59,921.4,946.84,962.58,975.3,988.02,1006.13,1029.2,1054.64,1095.82
MGL,1017.55,1068.02,1099.24,1124.47,1149.71,1185.64,1231.4,1281.87,1363.56,1136,1158.51,1172.44,1183.7,1194.96,1210.98,1231.4,1253.91,1290.36
MOTHERSON,86.8,90.59,92.93,94.82,96.72,99.42,102.85,106.64,112.77,90.2,93.19,95.03,96.52,98.02,100.14,102.85,105.84,110.67
MPHASIS,2210.05,2346.56,2431.02,2499.28,2567.53,2664.71,2788.5,2925.01,3145.98,2567.95,2620,2652.2,2678.22,2704.25,2741.3,2788.5,2840.55,2924.8
MRF,107812.6,113143.07,116440.74,119105.98,121771.21,125565.79,130399.35,135729.82,144357.96,115500.05,119016.28,121191.58,122949.7,124707.82,127210.9,130399.35,133915.58,139607.12
MUTHOOTFIN,1290,1341.44,1373.26,1398.98,1424.69,1461.31,1507.95,1559.39,1642.64,1420,1439.23,1451.13,1460.75,1470.37,1484.06,1501.5,1520.73,1551.87
NATIONALUM,90.1,100.86,107.52,112.9,118.28,125.94,135.7,146.46,163.88,102.3,110.18,115.06,119,122.94,128.55,135.7,143.58,156.34
NAUKRI,4520.5,4708.96,4825.55,4919.77,5014,5148.16,5319.05,5507.51,5812.55,4884.1,4986.75,5050.25,5101.58,5152.9,5225.97,5319.05,5421.7,5587.85
NAVINFLUOR,3585.1,3678.17,3735.74,3782.27,3828.81,3895.06,3979.45,4072.52,4223.16,3680.2,3750.82,3794.51,3829.82,3865.14,3915.41,3979.45,4050.07,4164.39
NESTLEIND,2388.31,2453.61,2494.01,2526.65,2559.3,2605.79,2665,2730.3,2835.99,2422,2479.35,2514.83,2543.5,2572.17,2613,2665,2722.35,2815.17
NMDC,166.75,177.58,184.28,189.7,195.12,202.83,212.65,223.48,241.02,179.9,187.63,192.41,196.28,200.14,205.64,212.65,220.38,232.89
NTPC,245.95,262.36,272.52,280.73,288.93,300.62,315.5,331.91,358.48,293.2,298.46,301.72,304.35,306.98,310.73,315.5,320.76,329.28
OBEROIRLTY,1247.95,1308.04,1345.21,1375.25,1405.29,1448.07,1502.55,1562.64,1659.89,1355,1389.82,1411.36,1428.78,1446.19,1470.97,1502.55,1537.37,1593.74
OFSS,3957.75,4061.54,4125.75,4177.65,4229.55,4303.43,4397.55,4501.34,4669.35,4120,4185.5,4226.02,4258.77,4291.53,4338.15,4397.55,4463.05,4569.08
ONGC,188.15,193.78,197.26,200.08,202.89,206.9,212,217.63,226.74,196.85,200.43,202.64,204.42,206.21,208.76,212,215.58,221.36
PAGEIND,36529.55,37086.43,37430.94,37709.38,37987.81,38384.23,38889.2,39446.08,40347.46,36746.1,37251.87,37564.76,37817.65,38070.54,38430.58,38889.2,39394.97,40213.64
PEL,851,881.83,900.91,916.32,931.74,953.69,981.65,1012.48,1062.39,851,881.83,900.91,916.32,931.74,953.69,981.65,1012.48,1062.39
PERSISTENT,6239.15,6550.87,6743.71,6899.58,7055.44,7277.34,7560,7871.72,8376.29,6865.8,7029.63,7130.98,7212.9,7294.82,7411.44,7560,7723.83,7989.02
PETRONET,194.4,201.72,206.24,209.9,213.56,218.77,225.4,232.72,244.56,206.4,210.88,213.66,215.9,218.14,221.33,225.4,229.88,237.14
PFC,302,331.91,350.42,365.38,380.33,401.63,428.75,458.66,507.08,368.35,382.03,390.49,397.33,404.16,413.9,426.3,439.98,462.11
PIDILITIND,2420.85,2499.38,2547.96,2587.22,2626.49,2682.39,2753.6,2832.13,2959.24,2547.85,2596.41,2626.45,2650.72,2675,2709.57,2753.6,2802.16,2880.75
PIIND,3316.55,3458.96,3547.07,3618.28,3689.48,3790.86,3920,4062.41,4292.93,3329.55,3374.96,3403.05,3425.75,3448.45,3480.78,3521.95,3567.36,3640.85
PNB,75.6,80.82,84.04,86.65,89.26,92.97,97.7,102.92,111.36,84.75,87.81,89.7,91.22,92.75,94.93,97.7,100.76,105.7
POLYCAB,5092.65,5243.77,5337.26,5412.82,5488.39,5595.97,5733,5884.12,6128.74,5305.65,5401.89,5461.43,5509.55,5557.67,5626.18,5713.45,5809.69,5965.47
POWERGRID,205.7,213.78,218.78,222.82,226.87,232.62,239.95,248.03,261.12,222.7,226.77,229.29,231.32,233.36,236.26,239.95,244.02,250.61
RAIN,141.6,145,147.1,148.8,150.5,152.92,156,159.4,164.9,142.5,145.69,147.66,149.25,150.84,153.11,156,159.19,164.34
RAMCOCEM,959.1,982.49,996.96,1008.65,1020.34,1036.99,1058.2,1081.59,1119.44,970.3,988.81,1000.27,1009.52,1018.78,1031.96,1048.75,1067.26,1097.23
RBLBANK,226.75,242.55,252.32,260.23,268.13,279.37,293.7,309.5,335.08,259.75,267.76,272.72,276.73,280.73,286.43,293.7,301.71,314.68
RECLTD,327.85,357.8,376.33,391.3,406.27,427.59,454.75,484.7,533.17,389.2,402.31,410.42,416.98,423.53,432.86,444.75,457.86,479.08
RELIANCE,2327,2394.73,2436.63,2470.5,2504.37,2552.58,2614,2681.73,2791.37,2470.05,2504.02,2525.04,2542.02,2559.01,2583.19,2614,2647.97,2702.96
SAIL,87.8,96.76,102.3,106.78,111.25,117.63,125.75,134.71,149.2,102.15,107.72,111.17,113.95,116.73,120.7,125.75,131.32,140.33
SBICARD,720.8,736.85,746.78,754.8,762.82,774.25,788.8,804.85,830.82,751.6,760.38,765.81,770.2,774.59,780.84,788.8,797.58,811.79
SBILIFE,1332.05,1369.77,1393.11,1411.98,1430.84,1457.69,1491.9,1529.62,1590.69,1379.95,1404.74,1420.08,1432.48,1444.87,1462.52,1485,1509.79,1549.92
SBIN,555.15,579.99,595.36,607.78,620.19,637.88,660.4,685.24,725.44,619.85,629.42,635.34,640.12,644.91,651.72,660.4,669.97,685.46
SHREECEM,25600,26461.4,26994.3,27425,27855.7,28468.9,29250,30111.4,31505.7,27905.75,28222.99,28419.25,28577.88,28736.5,28962.33,29250,29567.24,30080.75
SIEMENS,3413.05,3609.39,3730.85,3829.02,3927.2,4066.96,4245,4441.34,4759.15,3809.15,3912.01,3975.64,4027.08,4078.51,4151.73,4245,4347.86,4514.36
SRF,2324.05,2372.42,2402.34,2426.52,2450.71,2485.14,2529,2577.37,2655.66,2344.6,2388.12,2415.04,2436.8,2458.56,2489.54,2529,2572.52,2642.96
SUNPHARMA,1171,1194.82,1209.56,1221.47,1233.39,1250.35,1271.95,1295.77,1334.34,1208.55,1223.51,1232.77,1240.25,1247.73,1258.38,1271.95,1286.91,1311.13
